"k","replicate","rho"
50,489,0.746166049709149
50,490,0.797940117347838
50,491,0.710458059479741
50,492,0.775427463423233
50,493,0.808566895822316
50,494,0.750346251668303
50,495,0.703104933141951
50,496,0.747072599531616
50,497,0.788975346881217
50,498,0.678325904661177
50,499,0.797637934073682
50,500,0.766664148472715
50,501,0.841303417189192
50,502,0.831532824658155
50,503,0.82997154440835
50,504,0.716451361083831
50,505,0.783284228551283
50,506,0.763793407368236
50,507,0.781773312180504
50,508,0.741885119991942
50,509,0.810531087104329
50,510,0.804789604895369
50,511,0.761426305054015
50,512,0.762282490997457
50,513,0.696607992747601
50,514,0.65520888418826
50,515,0.715796630656493
50,516,0.759159930497847
50,517,0.832691193875752
50,518,0.740525295258241
50,519,0.796429200977059
50,520,0.742539850419279
50,521,0.781370401148296
50,522,0.821409684973937
50,523,0.753922087079147
50,524,0.69363652388507
50,525,0.79018407997784
50,526,0.772355266802649
50,527,0.713882803253507
50,528,0.704162574601496
50,529,0.765807962529274
50,530,0.80403414670998
50,531,0.710306967842663
50,532,0.772657450076805
50,533,0.788421344211931
50,534,0.742187303266098
50,535,0.785600966986477
50,536,0.854398025735942
50,537,0.803077233008486
50,538,0.769786708972325
50,539,0.843720883382438
50,540,0.711213517665131
50,541,0.721588476744479
50,542,0.820503135151469
50,543,0.718314824607791
50,544,0.746417869104278
50,545,0.63350205232807
50,546,0.727178867316361
50,547,0.728891239203244
50,548,0.781420765027322
50,549,0.754425725869406
50,550,0.797285386920501
50,551,0.807609982120823
50,552,0.722545390445972
50,553,0.761627760570119
50,554,0.773110724988039
50,555,0.79542192339654
50,556,0.738258920702073
50,557,0.737150915363501
50,558,0.806048701871018
50,559,0.74677041625746
50,560,0.786104605776737
50,561,0.727531414469543
50,562,0.762181763239405
50,563,0.816826571982574
50,564,0.742338394903175
50,565,0.718969555035129
50,566,0.691722696482083
50,567,0.752461534587394
50,568,0.787011155599204
50,569,0.818438216111405
50,570,0.70098965022286
50,571,0.746468232983304
50,572,0.775074916270051
50,573,0.690967238296694
50,574,0.818941854901664
50,575,0.683311928684747
50,576,0.783334592430309
50,577,0.797587570194656
50,578,0.748230968749213
50,579,0.713983531011559
50,580,0.80277504973433
50,581,0.71695499987409
50,582,0.787968069300698
50,583,0.70335675253708
50,584,0.778147112890635
50,585,0.784593689405958
50,586,0.715645539019415
50,587,0.736647276573242
50,588,0.777290926947193
50,589,0.804487421621213
50,590,0.712120067487598
50,591,0.733222532799476
50,592,0.813704011482964
50,593,0.67928281836267
50,594,0.701543652892146
50,595,0.810430359346277
50,596,0.730704338848178
50,597,0.718163732970713
50,598,0.771650172496286
50,599,0.802422502581149
50,600,0.790637354889074
50,601,0.741482208959734
50,602,0.796076653823877
50,603,0.73654654881519
50,604,0.814157286394198
50,605,0.796429200977059
50,606,0.825338067537962
50,607,0.836720304197829
50,608,0.735337815718567
50,609,0.758404472312457
50,610,0.804134874468031
50,611,0.809825992797965
50,612,0.752612626224472
50,613,0.835813754375362
50,614,0.747828057717005
50,615,0.707939865528443
50,616,0.816574752587444
50,617,0.755181184054796
50,618,0.760670846868626
50,619,0.811437636926796
50,620,0.751857168039082
50,621,0.803580871798746
50,622,0.70884641535091
50,623,0.74440331394324
50,624,0.731207977638438
50,625,0.686635944700461
50,626,0.683714839716955
50,627,0.731963435823827
50,628,0.767268515021027
50,629,0.742136939387072
50,630,0.789227166276347
50,631,0.739014378887462
50,632,0.723300848631362
50,633,0.713228072826169
50,634,0.768678703633754
50,635,0.813804739241016
50,636,0.735136360202463
50,637,0.815265291732769
50,638,0.835058296189973
50,639,0.643423736496185
50,640,0.810077812193095
50,641,0.768880159149858
50,642,0.755936642240185
50,643,0.744957316612526
50,644,0.704263302359548
50,645,0.706831860189872
50,646,0.772405630681675
50,647,0.74777769383798
50,648,0.680189368185138
50,649,0.766009418045378
50,650,0.802875777492382
50,651,0.73342398831558
50,652,0.848152904736723
50,653,0.708745687592858
50,654,0.773110724988039
50,655,0.782428042607842
50,656,0.794716829090176
50,657,0.762483946513561
50,658,0.809775628918939
50,659,0.705673490972275
50,660,0.791140993679333
50,661,0.648409760519755
50,662,0.764498501674599
50,663,0.793357004356476
50,664,0.711112789907079
50,665,0.756843192062653
50,666,0.841756692100426
50,667,0.678124449145073
50,668,0.764901412706807
50,669,0.825388431416988
50,670,0.770642894915767
50,671,0.605701191105739
50,672,0.772053083528493
50,673,0.799803580871799
50,674,0.73654654881519
50,675,0.708443504318703
50,676,0.734683085291229
50,677,0.798393392259072
50,678,0.775477827302259
50,679,0.803429780161668
50,680,0.775276371786155
50,681,0.78469441716401
50,682,0.798343028380046
50,683,0.755533731207978
50,684,0.708191684923573
50,685,0.80589761023394
50,686,0.716300269446753
50,687,0.803127596887512
50,688,0.794716829090176
50,689,0.70124146961799
50,690,0.759562841530055
50,691,0.724962856639218
50,692,0.852131651179774
50,693,0.734028354863892
50,694,0.788673163607061
50,695,0.739014378887462
50,696,0.73891365112941
50,697,0.812646370023419
50,698,0.748784971418499
50,699,0.794213190299917
50,700,0.69887436730377
50,701,0.80902017073355
50,702,0.741331117322656
50,703,0.763088313061872
50,704,0.803077233008486
50,705,0.846591624486918
50,706,0.756037369998237
50,707,0.815315655611795
50,708,0.794968648485306
50,709,0.803127596887512
50,710,0.839238498149128
50,711,0.802321774823097
50,712,0.840497595124777
50,713,0.763793407368236
50,714,0.710155876205585
50,715,0.790284807735892
50,716,0.77059253103674
50,717,0.709148598625066
50,718,0.800559039057188
50,719,0.838986678753998
50,720,0.835864118254388
50,721,0.793357004356476
50,722,0.737050187605449
50,723,0.722746845962076
50,724,0.777391654705246
50,725,0.799954672508877
50,726,0.76560650701317
50,727,0.815869658281081
50,728,0.678476996298255
50,729,0.820200951877314
50,730,0.76374304348921
50,731,0.744352950064214
50,732,0.755584095087004
50,733,0.739518017677722
50,734,0.686333761426305
50,735,0.785953514139659
50,736,0.772455994560701
50,737,0.723099393115258
50,738,0.762433582634535
50,739,0.649165218705145
50,740,0.754476089748432
50,741,0.711868248092468
50,742,0.780564579083881
50,743,0.775074916270051
50,744,0.864571529299187
50,745,0.734380902017073
50,746,0.759109566618821
50,747,0.792651910050112
50,748,0.790486263251996
50,749,0.680944826370527
50,750,0.745209136007655
50,751,0.810480723225303
50,752,0.786205333534789
50,753,0.813955830878094
50,754,0.805444335322707
50,755,0.740474931379215
50,756,0.695802170683186
50,757,0.824582609352572
50,758,0.746669688499408
50,759,0.75724610309486
50,760,0.873234116491652
50,761,0.634106418876382
50,762,0.813200372692705
50,763,0.679182090604618
50,764,0.855506031074513
50,765,0.71408425876961
50,766,0.748936063055576
50,767,0.80327868852459
50,768,0.759965752562262
50,769,0.717509002543376
50,770,0.690312507869356
50,771,0.773866183173428
50,772,0.802523230339201
50,773,0.87126992520964
50,774,0.699730553247211
50,775,0.685477575482864
50,776,0.75986502480421
50,777,0.77895293495505
50,778,0.832640829996726
50,779,0.70884641535091
50,780,0.793810279267709
50,781,0.737402734758631
50,782,0.754123542595251
50,783,0.765253959859988
50,784,0.81450983354738
50,785,0.81476165294251
50,786,0.734531993654151
50,787,0.79018407997784
50,788,0.747425146684798
50,789,0.774772732995895
50,790,0.713681347737403
50,791,0.757548286369016
50,792,0.809423081765758
50,793,0.735942182266878
50,794,0.790083352219788
50,795,0.735136360202463
50,796,0.798494120017124
50,797,0.805343607564655
50,798,0.745058044370577
50,799,0.72581904258266
50,800,0.750648434942459
50,801,0.767419606658105
50,802,0.81214273123316
50,803,0.864067890508927
50,804,0.750799526579537
50,805,0.737402734758631
50,806,0.740928206290449
50,807,0.793407368235502
50,808,0.738309284581098
50,809,0.821510412731989
50,810,0.748331696507265
50,811,0.734028354863892
50,812,0.737453098637657
50,813,0.725214676034348
50,814,0.796529928735111
50,815,0.74964115736194
50,816,0.808012893153031
50,817,0.765757598650248
50,818,0.7868097000831
50,819,0.837576490141271
50,820,0.72743068671149
50,821,0.678678451814359
50,822,0.745309863765707
50,823,0.768779431391806
50,824,0.769786708972325
50,825,0.710508423358767
50,826,0.749490065724862
50,827,0.742338394903175
50,828,0.790083352219788
50,829,0.846289441212762
50,830,0.811689456321926
50,831,0.79491828460628
50,832,0.830777366472766
50,833,0.763793407368236
50,834,0.819445493691924
50,835,0.789529349550502
50,836,0.847951449220619
50,837,0.783082773035179
50,838,0.772254539044597
50,839,0.811538364684848
50,840,0.732819621767268
50,841,0.756490644909471
50,842,0.704414393996626
50,843,0.813351464329783
50,844,0.717811185817532
50,845,0.81113545365264
50,846,0.7200775603737
50,847,0.76374304348921
50,848,0.820704590667573
50,849,0.767721789932261
50,850,0.642517186673718
50,851,0.81763239404699
50,852,0.720530835284934
50,853,0.769786708972325
50,854,0.714184986527662
50,855,0.703507844174158
50,856,0.724257762332855
50,857,0.694643801465589
50,858,0.754778273022588
50,859,0.80826471254816
50,860,0.678779179572411
50,861,0.816071113797185
50,862,0.856009669864773
50,863,0.804688877137317
50,864,0.746720052378434
50,865,0.822215507038352
50,866,0.755483367328952
50,867,0.779607665382388
50,868,0.699881644884289
50,869,0.768426884238624
50,870,0.743295308604669
50,871,0.690967238296694
50,872,0.757800105764146
50,873,0.828007353126338
50,874,0.745813502555967
50,875,0.822970965223742
50,876,0.818992218780691
50,877,0.80091158621037
50,878,0.828309536400494
50,879,0.800760494573292
50,880,0.767520334416157
50,881,0.744000402911032
50,882,0.808365440306212
50,883,0.767570698295183
50,884,0.751706076402004
50,885,0.779960212535569
50,886,0.732567802372139
50,887,0.815567475006925
50,888,0.66568457102566
50,889,0.811034725894589
50,890,0.722495026566946
50,891,0.716249905567727
50,892,0.761174485658885
50,893,0.796529928735111
50,894,0.729948880662789
50,895,0.690614691143512
50,896,0.786759336204074
50,897,0.811185817531666
50,898,0.760721210747652
50,899,0.830676638714714
50,900,0.751101709853693
50,901,0.760016116441288
50,902,0.755181184054796
50,903,0.737805645790839
50,904,0.770239983883559
50,905,0.795824834428748
50,906,0.75301553725668
50,907,0.792047543501801
50,908,0.780060940293621
50,909,0.785046964317192
50,910,0.751252801490771
50,911,0.77708947143109
50,912,0.708796051471884
50,913,0.771196897585052
50,914,0.785046964317192
50,915,0.765656870892196
50,916,0.833950290851401
50,917,0.822064415401274
50,918,0.79229936289693
50,919,0.728991966961295
50,920,0.76011684419934
50,921,0.757095011457782
50,922,0.787514794389464
50,923,0.783888595099595
50,924,0.84931127395432
50,925,0.805444335322707
50,926,0.765959054166352
50,927,0.73629472942006
50,928,0.729394877993503
50,929,0.76374304348921
50,930,0.811840547959004
50,931,0.792400090654982
50,932,0.813955830878094
50,933,0.637984437561381
50,934,0.775628918939337
50,935,0.709047870867014
50,936,0.82186295988517
50,937,0.80040794742011
50,938,0.810682178741407
50,939,0.754778273022588
50,940,0.7200775603737
50,941,0.773765455415376
50,942,0.752612626224472
50,943,0.765556143134144
50,944,0.801818136032837
50,945,0.749792248999018
50,946,0.767772153811287
50,947,0.841807055979451
50,948,0.75774974188512
50,949,0.76036866359447
50,950,0.769131978544988
50,951,0.811236181410692
50,952,0.796781748130241
50,953,0.782830953640049
50,954,0.753368084409861
50,955,0.777693837979401
50,956,0.807207071088615
50,957,0.736194001662008
50,958,0.799501397597643
50,959,0.826446072876533
50,960,0.723502304147465
50,961,0.820654226788547
50,962,0.739467653798696
50,963,0.731409433154542
50,964,0.663871471380726
50,965,0.794968648485306
50,966,0.773916547052454
50,967,0.79229936289693
50,968,0.78444259776888
50,969,0.800710130694266
50,970,0.689204502530785
50,971,0.741633300596812
50,972,0.698824003424744
50,973,0.759562841530055
50,974,0.742338394903175
50,975,0.772707813955831
50,976,0.791795724106671
50,977,0.733121805041424
50,978,0.780967490116089
50,979,0.807257434967641
50,980,0.803631235677772
50,981,0.79829266450102
50,982,0.81974767696608
50,983,0.7658583264083
50,984,0.783838231220569
50,985,0.794465009695047
50,986,0.635969882400342
50,987,0.752965173377654
50,988,0.662612374405077
50,989,0.786406789050893
50,990,0.797688297952708
50,991,0.746468232983304
50,992,0.783284228551283
50,993,0.80353050791972
50,994,0.762181763239405
50,995,0.795321195638488
50,996,0.721739568381557
50,997,0.658381808566896
50,998,0.794616101332125
50,999,0.735992546145904
50,1000,0.789176802397321
50,1001,0.825791342449195
50,1002,0.757095011457782
50,1003,0.809977084435043
50,1004,0.778852207196998
50,1005,0.71695499987409
50,1006,0.862103699226914
50,1007,0.71171715645539
50,1008,0.744856588854474
50,1009,0.732064163581879
50,1010,0.73080506660623
50,1011,0.71408425876961
50,1012,0.773060361109013
50,1013,0.65233814308378
50,1014,0.706277857520586
50,1015,0.712120067487598
50,1016,0.75800156128025
50,1017,0.787917705421671
50,1018,0.747072599531616
50,1019,0.695348895771952
50,1020,0.753871723200121
50,1021,0.800710130694266
50,1022,0.822668781949586
50,1023,0.74178439223389
50,1024,0.733524716073632
50,1025,0.743345672483695
50,1026,0.76822542872252
50,1027,0.642567550552744
50,1028,0.814560197426406
50,1029,0.806552340661278
50,1030,0.681851376192994
50,1031,0.744957316612526
50,1032,0.770088892246481
50,1033,0.729193422477399
50,1034,0.739115106645514
50,1035,0.747374782805772
50,1036,0.747878421596031
50,1037,0.739366926040644
50,1038,0.789076074639269
50,1039,0.744705497217396
50,1040,0.799652489234721
50,1041,0.81450983354738
50,1042,0.683513384200851
50,1043,0.745058044370577
50,1044,0.810984362015562
50,1045,0.718163732970713
50,1046,0.751907531918108
50,1047,0.767721789932261
50,1048,0.682052831709098
50,1049,0.710407695600715
50,1050,0.726977411800257
50,1051,0.775427463423233
50,1052,0.704011482964418
50,1053,0.755030092417718
50,1054,0.774974188511999
50,1055,0.691470877086953
50,1056,0.762081035481353
50,1057,0.81974767696608
50,1058,0.726876684042205
50,1059,0.758757019465639
50,1060,0.818992218780691
50,1061,0.805796882475888
50,1062,0.77421873032661
50,1063,0.689154138651759
50,1064,0.810833270378485
50,1065,0.76560650701317
50,1066,0.773866183173428
50,1067,0.803127596887512
50,1068,0.864269346025031
50,1069,0.769937800609403
50,1070,0.775477827302259
50,1071,0.796529928735111
50,1072,0.831381733021077
50,1073,0.738309284581098
50,1074,0.755281911812848
50,1075,0.716149177809675
50,1076,0.79517010400141
50,1077,0.712774797914935
50,1078,0.786557880687971
50,1079,0.822064415401274
50,1080,0.697615270328121
50,1081,0.756692100425575
50,1082,0.729143058598373
50,1083,0.750598071063433
50,1084,0.675102616403515
50,1085,0.808869079096472
50,1086,0.823978242804261
50,1087,0.721689204502531
50,1088,0.689204502530785
50,1089,0.76872906751278
50,1090,0.755080456296744
50,1091,0.776233285487648
50,1092,0.754022814837199
50,1093,0.8011634056055
50,1094,0.803731963435824
50,1095,0.794867920727254
50,1096,0.839742136939387
50,1097,0.809926720556017
50,1098,0.70723477122208
50,1099,0.670922414444361
50,1100,0.769937800609403
50,1101,0.83520938782705
50,1102,0.824834428747702
50,1103,0.770793986552844
50,1104,0.746820780136486
50,1105,0.775377099544207
50,1106,0.777139835310116
50,1107,0.69262924630455
50,1108,0.780212031930699
50,1109,0.704464757875652
50,1110,0.781874039938556
50,1111,0.845735438543477
50,1112,0.824078970562313
50,1113,0.766412329077586
50,1114,0.778197476769661
50,1115,0.740474931379215
50,1116,0.725365767671426
50,1117,0.696053990078316
50,1118,0.811034725894589
50,1119,0.799904308629851
50,1120,0.763088313061872
50,1121,0.707033315705976
50,1122,0.780816398479011
50,1123,0.79491828460628
50,1124,0.732416710735061
50,1125,0.772657450076805
50,1126,0.751706076402004
50,1127,0.794313918057969
50,1128,0.775276371786155
50,1129,0.705723854851301
50,1130,0.725516859308504
50,1131,0.834151746367505
50,1132,0.799148850444461
50,1133,0.761879579965249
50,1134,0.818941854901664
50,1135,0.761476668933041
50,1136,0.73866183173428
50,1137,0.748432424265317
50,1138,0.817279846893808
50,1139,0.76036866359447
50,1140,0.635264788093979
50,1141,0.823676059530105
50,1142,0.822467326433482
50,1143,0.717005363753116
50,1144,0.830324091561532
50,1145,0.74153257283876
50,1146,0.688549772103447
50,1147,0.824078970562313
50,1148,0.774067638689532
50,1149,0.738309284581098
50,1150,0.745612047039863
50,1151,0.741331117322656
50,1152,0.780917126237063
